course_id_new	original_course_index	name	type
701	838	研究生英语Ⅰ	外语
702	839	管理经济学	公共管理
703	840	数据、模型与决策	数学
704	841	国际商务英语	外语
705	862	MOOCs制作与运营	教育
706	863	标的估值与价值分歧处理	社科·法律
707	864	大学物理（先修课）-电磁学	物理
708	868	大学计算机基础理科	计算机
709	870	Calculus (I)	数学
710	872	社区护理学	护理学
711	876	妇产科护理学_专	护理学
712	877	学术之道	教育
713	878	影视制作（1）	计算机
714	881	大学计算机基础文科	计算机
715	882	研究生英语Ⅱ	外语
716	889	社会学概论	社科·法律
717	890	艺术美学	艺术·设计
718	894	道家的智慧	社科·法律 哲学
719	897	分子生物学	生命科学
720	901	现代礼仪	社科·法律
721	909	土木工程材料	工程
722	913	学业素养英语	外语
723	920	大学英语	外语
724	922	营养和健康第1部分：宏量营养素和营养过剩	公共管理
725	923	创客培养	创业
726	924	微观经济学	经管·会计
727	925	商学导论：10节课带你走进商业世界	公共管理
728	926	向京东学什么创京东的十个启示	创业
729	927	市场营销实务	公共管理
730	934	孙子兵法与企业经营	公共管理
731	941	内科护理学_本	护理学
732	942	妇产科护理学_本	护理学
733	943	老年护理学	护理学
734	945	数字营销：走进智慧的品牌	社科·法律
735	946	护理研究	护理学
736	947	护理管理学	护理学
737	948	儿科护理学	护理学
738	949	临床护理操作技术	护理学
739	958	学术英语综合教程	外语
740	967	公积金的那些事儿	经管·会计
741	983	经济新常态与产业转型	公共管理
742	984	尽职调查与风险控制	公共管理
743	985	沟通与交流	社科·法律 医学·健康
744	986	财务报表与战略管理	经管·会计
745	987	社会主义经济理论与实践	社科·法律
746	988	管理学	公共管理
747	989	会计学	经管·会计
748	1010	建筑工程施工安全管理	建筑
749	1017	桥梁工程（上）	工程
750	1019	桥梁结构设计与分析	工程
751	1020	市政工程计量与计价	工程
752	1023	公路工程计量与计价	工程
753	1035	资金托管	公共管理
754	1038	口腔解剖生理学	医学·健康 其他
755	1042	图案	艺术·设计
756	1046	西班牙语很容易	外语
757	1052	居间业务	建筑
758	1053	房产金融行业商务礼仪	经管·会计
759	1066	产权业务	社科·法律
760	1071	创业导引与创业名家面对面	创业
761	1093	公路工程造价管理	工程
762	1096	兼并收购与公司控制	公共管理
763	1097	并购中的竞争与整合	社科·法律
764	1100	并购中的规则：治理、法律、法规	社科·法律
765	1242	医学文献检索	医学·健康
766	1243	临床流行病学	医学·健康
767	1264	英语写作指导Ⅰ	外语
